曰	日
𩋿	廿十日竹山
𦶺	廿十日大
𦺥	廿十日中
𮑤	廿十日中月
靼	廿十日一
𩋬	廿十日一竹
鞮	廿十日一人
䪍	廿十日弓田
𩋌	廿十日心竹
鞨	廿十日心女
𩌇	廿十日尸一
靶	廿十日山
鞎	廿十日女
𦶳	廿十日女
韅	廿十日女火
𩍗	廿十日田尸
芾	廿十月
䩗	廿十月
𩋒	廿十月月
蒖	廿十月金
𮐖	廿十月金
𮑐	廿十月金
荸	廿十月木
䕓	廿十月火
𦵫	廿十月火
𩍫	廿十月土水
𩋙	廿十月土口
𦭄	廿十月竹
𩍇	廿十月竹火
𱁲	廿十月竹弓
鞱	廿十月竹難
萳	廿十月十
䩵	廿十月十十
带	廿十月中月
帯	廿十月中月
𩊟	廿十月中中
𰸛	廿十月中人
𰑵	廿十月中心
靻	廿十月一
萓	廿十月一
𫊀	廿十月一
𩋫	廿十月一水
𩊗	廿十月一口
𩍱	廿十月弓水
𩌑	廿十月弓戈
𦽢	廿十月人
𧁏	廿十月人
𩋙	廿十月手口
𦶴	廿十月山
𩊷	廿十月山心
䩤	廿十月山山
鞖	廿十月女
𧅺	廿十月女
𧆔	廿十月女
鞵	廿十月女大
𩎋	廿十月田水
茓	廿十金
𦹦	廿十金
𦼑	廿十金日
𦱍	廿十金金
𧄺	廿十金金
𦴯	廿十金水
𦶨	廿十金水
𮏋	廿十金水
𩉭	廿十金戈
䩺	廿十金戈一
葖	廿十金大
𦱇	廿十金一
鞧	廿十金一田
藭	廿十金弓
𦲄	廿十金弓
𦲎	廿十金弓
𦹎	廿十金心
蓉	廿十金口
𧅓	廿十金口
𩊭	廿十金口山
䓖	廿十金尸
𩉵	廿十金尸竹
𦳾	廿十金山
𧅉	廿十金山
𮐙	廿十金山
𧂜	廿十金女
𮓆	廿十金田日
𦽜	廿十金難
蘖	廿十木
苿	廿十木
𦍎	廿十木
𦯕	廿十木
䪂	廿十木月月
𩎎	廿十木月月
𦏙	廿十木月金
𩌀	廿十木水日
𩌿	廿十木水人
𩌤	廿十木水口
𩌓	廿十木水口
鞁	廿十木竹水
𩋶	廿十木竹中
靺	廿十木十
𦸦	廿十木大
𦎖	廿十木中
𩊯	廿十木中
𩋷	廿十木中弓
𩌱	廿十木中人
𩋾	廿十木一手
𩏧	廿十木一手
𪎃	廿十木人水
𪎃	廿十木人弓
葧	廿十木尸
𩍳	廿十木尸水
芰	廿十水
鞜	廿十水日
𦲔	廿十水水
𩋁	廿十水水水
蘻	廿十水火
𩊮	廿十水火竹
𮒻	廿十水土
靫	廿十水戈
𦾖	廿十水戈
𮒂	廿十水一
𮒩	廿十水一
𱁳	廿十水手
𤇇	廿十火
鞘	廿十火月
𩌆	廿十火月金
𩋇	廿十火月火
鞺	廿十火月土
鞩	廿十火月弓
鞝	廿十火月口
糵	廿十火木
𦴕	廿十火木
𱁺	廿十火木女
𩎃	廿十火火水
䩖	廿十火竹
𰱰	廿十火竹
𩊠	廿十火一山
靽	廿十火手
靯	廿十土
𫊎	廿十土
鞋	廿十土土
𩋮	廿十土土戈
𧖡	廿十土戈
𩌍	廿十土戈廿
𩍙	廿十土人田
𩊴	廿十土心
鞊	廿十土口
𮧦	廿十土口口
𩊲	廿十土山土
韇	廿十土田金
𦬁	廿十竹
𩊀	廿十竹日
鷨	廿十竹日火
䳬	廿十竹日火
𪈟	廿十竹日火
𩎑	廿十竹月火
鞂	廿十竹木
鞦	廿十竹木火
𩊩	廿十竹水十
𩊚	廿十竹水口
藛	廿十竹火
𩊅	廿十竹竹中
𩊤	廿十竹戈水
𩊤	廿十竹戈大
𮎸	廿十竹十
𩊣	廿十竹十木
𩋦	廿十竹十水
𮧔	廿十竹大
鞽	廿十竹大月
𧄳	廿十竹大月
鞒	廿十竹大中
𩍵	廿十竹中金
靳	廿十竹一中
𣃕	廿十竹一中
𩉜	廿十竹弓
𩊜	廿十竹弓木
䩔	廿十竹弓水
𣪲	廿十竹弓水
𩍾	廿十竹人金
𩌳	廿十竹人一
𩌦	廿十竹人人
𩍈	廿十竹人口
𬜭	廿十竹心
𩊕	廿十竹心中
䩚	廿十竹心一
𦰤	廿十竹手
𪺶	廿十竹手
𮧕	廿十竹手人
㲨	廿十竹手山
𩉪	廿十竹手山
𦴦	廿十竹口
𩌗	廿十竹口火
𩍮	廿十竹廿金
𩎈	廿十竹山金
𩌃	廿十竹山戈
䩚	廿十竹女戈
䩕	廿十竹女中
䩝	廿十竹女人
𩉬	廿十竹女心
𧀯	廿十竹田
鞞	廿十竹田十
𩌅	廿十竹難水
𩍆	廿十竹難火
𮧣	廿十竹卜水
𮏎	廿十戈
𩌏	廿十戈月戈
𩊻	廿十戈金水
𮐅	廿十戈木
䕙	廿十戈土
𦼺	廿十戈土
蓴	廿十戈戈
𩋋	廿十戈戈
𮑀	廿十戈戈
𩌰	廿十戈戈竹
𩍑	廿十戈戈心
𩊬	廿十戈十月
𩉠	廿十戈大
𩊊	廿十戈大水
𩍇	廿十戈大火
𩊊	廿十戈大大
𫖅	廿十戈大心
𩌨	廿十戈中月
𩊍	廿十戈弓水
蕙	廿十戈心
𩍶	廿十戈心火
𦳦	廿十戈口
𬞛	廿十戈口
𩋉	廿十戈口一
𮧢	廿十戈口心
𮐈	廿十戈尸
䩲	廿十戈廿水
䩾	廿十戈廿火
韀	廿十戈難火
𩌫	廿十戈難心
𦺓	廿十十月
𮒜	廿十十月
𩌙	廿十十月金
𩌈	廿十十月火
鞚	廿十十金一
𦾮	廿十十木
𧁀	廿十十木
𩊦	廿十十木戈
𧁍	廿十十水
𩉨	廿十十水
䩳	廿十十火水
𩋽	廿十十竹口
𦻝	廿十十戈
蓒	廿十十十
𦼮	廿十十十
𦽨	廿十十大
𩋵	廿十十大日
蔪	廿十十中
𩋡	廿十十一土
𩋢	廿十十一一
𩍏	廿十十一田
𦳛	廿十十弓
𱁷	廿十十弓大
䩩	廿十十弓山
𬝵	廿十十人
𪎃	廿十十人水
𪎃	廿十十人弓
𩉺	廿十十心
𧃙	廿十十手
𩍹	廿十十手心
𱁼	廿十十手口
𩊉	廿十十口
𦹵	廿十十口
䩴	廿十十口月
䪀	廿十十口心
䩪	廿十十口口
䩿	廿十十廿金
𩎀	廿十十廿人
𩎅	廿十十廿人
𩍎	廿十十廿卜
𫈣	廿十十山
鞍	廿十十女
𡗿	廿十大
𢌰	廿十大
著	廿十大日
𩊵	廿十大日
𩍟	廿十大月山
𦹘	廿十大金
𩋕	廿十大金山
䓔	廿十大木
藔	廿十大火
𮒚	廿十大火
𧄚	廿十大土
𩉦	廿十大戈
𭃱	廿十大戈
𩉤	廿十大大
𭃱	廿十大大
𩊽	廿十大大月
𩋊	廿十大中山
𩋊	廿十大中女
䩭	廿十大一口
𩊓	廿十大一尸
䩟	廿十大弓
𩉝	廿十大弓戈
𩉝	廿十大弓大
𭃱	廿十大人
䩡	廿十大人人
荖	廿十大心
𭅒	廿十大心
𩌴	廿十大心月
𦴆	廿十大口
𩌚	廿十大口月
勒	廿十大尸
𠢽	廿十大尸
𠣅	廿十大尸
𪟥	廿十大尸
𫇷	廿十大尸
𩊏	廿十大尸口
𮐗	廿十大山
鞻	廿十中日女
𦲐	廿十中月
𩊟	廿十中月月
鞅	廿十中月大
𧅀	廿十中金
𧀵	廿十中木
𦽛	廿十中水
𫈤	廿十中水
𮎫	廿十中大
𩉽	廿十中中弓
鞻	廿十中中女
𦱥	廿十中一
鞼	廿十中一金
𧕏	廿十中一戈
鞉	廿十中一人
𱁹	廿十中一人
𩋂	廿十中一卜
荆	廿十中弓
𦬝	廿十中弓
𪟋	廿十中弓
𭄚	廿十中弓
萐	廿十中人
𮧛	廿十中尸廿
𱁽	廿十中尸田
𩍫	廿十中山水
萋	廿十中女
䩜	廿十中田
𫈛	廿十中田
𩍌	廿十中田戈
𩉼	廿十中田中
𩊒	廿十中田心
苎	廿十一
𩊘	廿十一日
𩍄	廿十一月月
𩍥	廿十一月月
𩌌	廿十一月金
𩑿	廿十一月金
𩔈	廿十一月金
𩋸	廿十一月水
𩋹	廿十一月火
𬰨	廿十一月戈
𬱭	廿十一月人
𩍢	廿十一月田
蔩	廿十一金
薲	廿十一金
𧅤	廿十一金
荢	廿十一木
䩒	廿十一木
𮐌	廿十一木一
蔻	廿十一水
䩯	廿十一水一
萗	廿十一火
𬋎	廿十一火
𩍦	廿十一火月
𮏧	廿十一土
𩋩	廿十一土水
𩊇	廿十一土戈
𩌛	廿十一竹十
𮧘	廿十一竹弓
𦵤	廿十一戈
𬝄	廿十一戈
𩊞	廿十一戈土
靬	廿十一十
𩍉	廿十一十大
蔲	廿十一大
𩋅	廿十一大心
䩫	廿十一中月
𩉰	廿十一中月
鞕	廿十一中大
𩉣	廿十一中尸
萱	廿十一一
𩎉	廿十一一心
𩉞	廿十一一尸
𩉯	廿十一一山
苧	廿十一弓
靪	廿十一弓
𬞊	廿十一弓
𩊡	廿十一弓弓
𩊢	廿十一弓心
𩊆	廿十一弓口
萣	廿十一人
𮐃	廿十一人
鞆	廿十一人月
𬰥	廿十一人月
菪	廿十一口
䩹	廿十一口月
𩊪	廿十一口廿
𩋨	廿十一口田
𦷖	廿十一尸山
𩉴	廿十一尸山
𦷳	廿十一廿
莞	廿十一山
靰	廿十一山
𦸅	廿十一女
𮐍	廿十一女竹
䩘	廿十一女戈
𩉱	廿十一女一
𤭫	廿十一女弓
䔰	廿十一田
𩌸	廿十一田月
𫖊	廿十一田十
𩋠	廿十一田中
韁	廿十一田一
𩌯	廿十一田弓
𩍊	廿十一田弓
𩍋	廿十一田弓
𩌶	廿十一田弓
𩌕	廿十一田山
𩌷	廿十一田山
𮏱	廿十一卜
䩑	廿十弓
鞔	廿十弓日山
𩊺	廿十弓月土
𩌟	廿十弓月心
𩍝	廿十弓月手
𩊺	廿十弓月手
韂	廿十弓金口
孽	廿十弓木
茡	廿十弓木
䩯	廿十弓水一
𩊨	廿十弓水一
靵	廿十弓土
𩋓	廿十弓土土
鞣	廿十弓竹木
靸	廿十弓竹水
鞃	廿十弓戈
𮐵	廿十弓戈
𰃝	廿十弓戈
𩊾	廿十弓戈月
𩌾	廿十弓戈戈
𩊥	廿十弓戈弓
𩊁	廿十弓戈山
𩊃	廿十弓戈卜
𩍉	廿十弓十大
𰱐	廿十弓大
䩠	廿十弓大土
䩥	廿十弓大一
鞬	廿十弓大手
䩥	廿十弓大女
靷	廿十弓中
鄿	廿十弓中
𨚜	廿十弓中
𬞮	廿十弓中
䩮	廿十弓一水
𩊛	廿十弓一山
𦴌	廿十弓弓
𬞮	廿十弓弓
𩉢	廿十弓人
𩍐	廿十弓人廿
𮏑	廿十弓心
䪌	廿十弓口戈
𩌾	廿十弓口戈
𩊋	廿十弓口山
𱁱	廿十弓尸竹
𩊎	廿十弓尸中
𩉶	廿十弓尸一
菀	廿十弓山
𩋭	廿十弓山尸
𢐽	廿十弓田土
𦏚	廿十弓田土
蓿	廿十人日
𩋟	廿十人日水
𩊹	廿十人日一
靹	廿十人月
𬝯	廿十人金
𮧖	廿十人木戈
𫉍	廿十人水
𩍲	廿十人火月
𩀵	廿十人土
𩋘	廿十人土
𩋔	廿十人土土
𩉳	廿十人竹弓
𩌎	廿十人竹田
𩊂	廿十人戈戈
𩊙	廿十人戈大
靲	廿十人戈弓
𩋏	廿十人戈心
𩋱	廿十人十十
𢾳	廿十人大
𩉩	廿十人大
𮧟	廿十人大月
𩎆	廿十人大火
𩌜	廿十人中木
𩌖	廿十人中大
𩉡	廿十人中中
𩋍	廿十人中人
𮒇	廿十人一月
䩣	廿十人一木
𩌻	廿十人一水
𦾠	廿十人一火
𮧭	廿十人一火
鞭	廿十人一大
𩊂	廿十人一中
䩱	廿十人一弓
鞈	廿十人一口
䩱	廿十人一女
䩐	廿十人弓
𫉍	廿十人弓
𩋴	廿十人弓大
𮧨	廿十人弓手
靴	廿十人心
𩉻	廿十人心木
𫖇	廿十人心十
𩌞	廿十人口日
𩌒	廿十人口月
鞥	廿十人口廿
𩌼	廿十人口田
𮧫	廿十人廿月
𩍩	廿十人廿人
𮐗	廿十人山
𮒙	廿十人田
𰱵	廿十人田
𩊱	廿十人田卜
蓍	廿十心日
𩊝	廿十心日
䔭	廿十心月
𩌙	廿十心月金
𩍒	廿十心月大
𩌽	廿十心木水
𩍔	廿十心木水
𩍔	廿十心木弓
鞠	廿十心火木
䩛	廿十心竹
𩋚	廿十心竹心
𩋺	廿十心竹口
靮	廿十心戈
藌	廿十心戈
䩓	廿十心戈
𩍔	廿十心十水
𩍔	廿十心十弓
靮	廿十心一
薴	廿十心弓
𩋃	廿十心人山
𩉫	廿十心心
𩋧	廿十心心日
𩊰	廿十心心土
𱁴	廿十心心十
𩉿	廿十心口
鞄	廿十心口山
𩋲	廿十心口山
鞄	廿十心尸山
靾	廿十心廿
𦺝	廿十心廿
鞢	廿十心廿木
蔤	廿十心山
荛	廿十心山
𪙐	廿十心山
𩌠	廿十心山月
𩌄	廿十心山山
鞫	廿十心卜口
䩢	廿十手竹中
𩉧	廿十手十
𰲍	廿十手大日
𩌘	廿十手大木
𩌉	廿十手大水
䩬	廿十手大手
𮧞	廿十手一月
𩌪	廿十手一金
𫈌	廿十手人
𩍴	廿十手人金
𩍭	廿十手人山
藼	廿十手心
𦵯	廿十手口
鞡	廿十手卜廿
苦	廿十口
葫	廿十口月
鞙	廿十口月
𫖆	廿十口金
𦿓	廿十口水
鞓	廿十口竹土
𬞁	廿十口竹山
鞓	廿十口一土
𦺧	廿十口弓
𢝨	廿十口心
菅	廿十口口
𦵡	廿十口口
𩍍	廿十口口十
𮧪	廿十口口尸
𩋥	廿十口尸水
䩰	廿十口尸十
𰱁	廿十口山
躠	廿十口卜人
𦸤	廿十尸水
𩍧	廿十尸水人
𩍞	廿十尸水山
㔑	廿十尸竹
𩉛	廿十尸竹
靭	廿十尸竹竹
靭	廿十尸竹戈
鞀	廿十尸竹口
鞔	廿十尸竹山
𩊫	廿十尸戈心
𩊐	廿十尸十
𩋄	廿十尸十水
𩋜	廿十尸十口
靱	廿十尸大
靭	廿十尸大
𩉥	廿十尸大
𩊧	廿十尸中月
𩍨	廿十尸中金
𩍪	廿十尸一土
𩌭	廿十尸一竹
𦑜	廿十尸一一
䩨	廿十尸一女
𩉹	廿十尸心
䩻	廿十尸手火
䩽	廿十尸口口
𩉸	廿十尸尸
𫖋	廿十尸廿水
𮧥	廿十尸廿女
𩋎	廿十尸山山
𬜦	廿十廿
𩊿	廿十廿日
𩌧	廿十廿日大
𮧧	廿十廿日一
𩍛	廿十廿日女
韊	廿十廿日田
𩌵	廿十廿月竹
𮧬	廿十廿月竹
𩋳	廿十廿月弓
𩍬	廿十廿月人
𧅭	廿十廿月人
蕡	廿十廿金
䪁	廿十廿金人
鞧	廿十廿金田
𦶫	廿十廿木
𦹁	廿十廿木
𩋞	廿十廿木
𩍿	廿十廿水戈
𫉲	廿十廿土
𩌣	廿十廿土火
𩋼	廿十廿土大
𩍰	廿十廿土廿
鞴	廿十廿竹月
𩋐	廿十廿竹水
𩌢	廿十廿竹一
𫊘	廿十廿戈月
韉	廿十廿戈火
䪇	廿十廿戈戈
𱁻	廿十廿戈一
𩌂	廿十廿戈口
𢌽	廿十廿十
鞯	廿十廿大木
䪄	廿十廿中金
𪏥	廿十廿中金
𧄊	廿十廿中人
𱁾	廿十廿中田
鞴	廿十廿一月
䪄	廿十廿一金
𪏥	廿十廿一金
𩎐	廿十廿一火
鞾	廿十廿一十
𮒠	廿十廿一口
𧃕	廿十廿人
𰱟	廿十廿人
韄	廿十廿人水
𩋖	廿十廿人心
鞳	廿十廿人口
𩎁	廿十廿人尸
𩍁	廿十廿心月
𩍘	廿十廿心月
𫖉	廿十廿心月
𩍣	廿十廿心木
𬰩	廿十廿心木
𱁸	廿十廿心口
藆	廿十廿手
𩊑	廿十廿手
𩌢	廿十廿手一
䩸	廿十廿尸十
𬰧	廿十廿尸人
𩋪	廿十廿尸心
𩊖	廿十廿廿
鞲	廿十廿廿月
𬞸	廿十廿山
𮏔	廿十廿山
𮑅	廿十廿田
𬟠	廿十廿田日
韈	廿十廿田戈
䪆	廿十廿田廿
𦺦	廿十廿卜
𩋯	廿十山金水
𦼷	廿十山水
䩶	廿十山中戈
䪎	廿十山人月
𩌩	廿十山人土
𩍺	廿十山人尸
𩌮	廿十山山火
𩎇	廿十山山火
𩍽	廿十山山心
𦶲	廿十山女
荌	廿十女
㜸	廿十女
𩋰	廿十女火戈
鞿	廿十女戈戈
鞿	廿十女戈大
靿	廿十女戈尸
𩉷	廿十女戈尸
𬰤	廿十女一戈
䩮	廿十女弓水
𩌁	廿十女弓人
𩍀	廿十女女木
𩊼	廿十女女山
𩌋	廿十女女山
䪉	廿十女女女
𩋈	廿十女女田
𩋝	廿十女女田
𦹸	廿十田
𩋤	廿十田月
𧁐	廿十田金
𩋗	廿十田木
莗	廿十田十
𬰦	廿十田十口
鞇	廿十田大
𦾏	廿十田中
𩉾	廿十田中
𩍃	廿十田中金
𩌐	廿十田中水
𩎊	廿十田中土
䪅	廿十田中戈
𩍜	廿十田中十
𩊸	廿十田中弓
𩌔	廿十田中人
𮧚	廿十田中尸
𩍡	廿十田中女
𮏳	廿十田人
鞰	廿十田人廿
鞸	廿十田廿十
𫈶	廿十田女
𩌹	廿十田女火
𩋣	廿十卜月月
䪊	廿十卜月心
䩷	廿十卜月尸
𩋛	廿十卜金水
𦺏	廿十卜金大
𩊔	廿十卜金大
䪃	廿十卜木大
鞹	廿十卜木中
𩉲	廿十卜水
韃	廿十卜土手
䩼	廿十卜竹十
𱁶	廿十卜竹十
𩌝	廿十卜竹口
𣟦	廿十卜戈木
𩋑	廿十卜戈木
𮧜	廿十卜戈廿
䔂	廿十卜十
鞑	廿十卜大
𩍠	廿十卜大手
𱁵	廿十卜大尸
䪋	廿十卜中金
𩉮	廿十卜中一
𩋀	廿十卜中人
䪈	廿十卜中口
𩎏	廿十卜中山
䩧	廿十卜一口
韆	廿十卜一山
𩎄	廿十卜一山
鞐	廿十卜一卜
𩉟	廿十卜弓
𩌲	廿十卜心弓
𩍼	廿十卜心廿
䩞	廿十卜口
𩋻	廿十卜口日
𩌡	廿十卜口月
鞟	廿十卜口木
𫟐	廿十卜尸
𩊌	廿十卜廿
𮧡	廿十卜廿日
𩍅	廿十卜廿土
𩌬	廿十卜廿十
𮧝	廿十卜廿十
𩍚	廿十卜廿人
𩍖	廿十卜廿心
鞛	廿十卜廿口
𮧩	廿十卜山月
𩍓	廿十卜女土
䩙	廿十卜女戈
𮧙	廿十卜女人
𩍕	廿十卜田一
关	廿大
艾	廿大
芖	廿大
𠀠	廿大
𦍍	廿大
𢌭	廿大
𰰝	廿大
𬮎	廿大日弓
𨷑	廿大日弓廿
𦮹	廿大日山
䒴	廿大月
𫅝	廿大月日一
𦎿	廿大月月
𦺔	廿大月水
𬢑	廿大月竹山
𦵁	廿大月中
𦯞	廿大月手
𥂪	廿大月廿
𬥱	廿大月山金
䚆	廿大月山山
𨯍	廿大金
𮣂	廿大金
蔱	廿大金水
𦱏	廿大金水
𦼔	廿大金火
𬙺	廿大金戈廿
䓭	廿大金弓
𪯗	廿大金尸竹
𫈸	廿大金山
檠	廿大木
𰰵	廿大木
蔱	廿大木水
𪲿	廿大木中
䓭	廿大木弓
𣗅	廿大木人人
苃	廿大水
𪯝	廿大水一田
𦭹	廿大火
𡮔	廿大火
𫵄	廿大火
𭶍	廿大火
𮊮	廿大火一山
𡎸	廿大土
蕏	廿大竹日
𮐫	廿大竹日
鶧	廿大竹日火
鴱	廿大竹日火
𪁾	廿大竹日火
𪅐	廿大竹日火
𪆴	廿大竹日火
𦹤	廿大竹月
𮐑	廿大竹月
𫅚	廿大竹木中
𪠫	廿大竹水
𫉬	廿大竹水
荻	廿大竹火
𦿲	廿大竹火
莥	廿大竹土
䔆	廿大竹土
𫈃	廿大竹土
𮐴	廿大竹土
藱	廿大竹戈
𧁿	廿大竹戈
𮏺	廿大竹戈
𦹫	廿大竹十
获	廿大竹大
𦽕	廿大竹大
𧀀	廿大竹大
𮏶	廿大竹大
䓄	廿大竹中
𩘕	廿大竹弓戈
𦱄	廿大竹人
𦶱	廿大竹人
𦷈	廿大竹人
𦺛	廿大竹人
𧃩	廿大竹人
𧃶	廿大竹人
鿦	廿大竹人大
𦎡	廿大竹手一
㲟	廿大竹手山
𣯳	廿大竹手山
𦸒	廿大竹口
𮏛	廿大竹口
莸	廿大竹山
𦯮	廿大竹山
𦿷	廿大竹山
𮏜	廿大竹山
𰰰	廿大竹山
𦴭	廿大竹女
𦵧	廿大竹女
𧄵	廿大竹女
𦍖	廿大竹女人
蕕	廿大竹田
𦲡	廿大竹田
𦲥	廿大竹田
𢨃	廿大戈
𫝥	廿大戈日女
𰭛	廿大戈十水
𤡽	廿大戈大
𡰙	廿大戈大山
葢	廿大戈廿
𮑂	廿大十日
𫉭	廿大十金
𧂲	廿大十木
𩼥	廿大十火
𫈹	廿大十十
𭑢	廿大十大
𫅟	廿大十一水
𧃓	廿大十口
莾	廿大十廿
䒝	廿大大
莃	廿大大月
𧂇	廿大大戈
䔪	廿大大大
𦵔	廿大大一
𦮓	廿大大弓
𰰿	廿大大手
𠢓	廿大大尸
𢅷	廿大中月
𭘷	廿大中月
荐	廿大中木
茬	廿大中土
𧊝	廿大中戈
𡗾	廿大中中
蟼	廿大中一戈
苅	廿大中弓
𠝟	廿大中弓
𠝫	廿大中弓
菴	廿大中山
菴	廿大中女
𩔷	廿大一月金
𠔝	廿大一金
𪠫	廿大一水
萘	廿大一火
𬙵	廿大一人月
䓫	廿大一口
荂	廿大一尸
𦰅	廿大一尸
𦰃	廿大一廿
㽀	廿大一女弓
荑	廿大弓
艽	廿大弓
𢐧	廿大弓
𮎴	廿大弓日
𦫧	廿大弓日山
𰰶	廿大弓木
芄	廿大弓戈
𦬡	廿大弓十
芄	廿大弓大
鄭	廿大弓中
郑	廿大弓中
鄚	廿大弓中
䣐	廿大弓中
𬜫	廿大弓心
𨿆	廿大人土
蒺	廿大人大
𮏯	廿大人弓
莢	廿大人人
𦻨	廿大人廿
憼	廿大心
𢚈	廿大心
𢤍	廿大心
𭟂	廿大心
蔕	廿大心月
𭀤	廿大心金
𧀱	廿大心心
𬙾	廿大心廿木
䓐	廿大心山
𦰮	廿大心山
𬙴	廿大心山
𬸮	廿大心卜一
𱉪	廿大心卜一
擎	廿大手
𦏄	廿大手日一
𰱑	廿大手中
𫅖	廿大手口
若	廿大口
𠰥	廿大口
𭋆	廿大口
𨞀	廿大口日山
𮍅	廿大口月
𮉔	廿大口火
𧃦	廿大口土
𫈠	廿大口土
蠚	廿大口戈
𧍷	廿大口戈
惹	廿大口心
䖃	廿大口口
𮎨	廿大口山
艻	廿大尸
𫉆	廿大尸月
苏	廿大尸金
𮐟	廿大尸木
𦑒	廿大尸一一
𫈻	廿大尸人
驚	廿大尸手火
𩣻	廿大尸手火
茄	廿大尸口
荔	廿大尸尸
𦴾	廿大尸尸
𦶭	廿大尸廿
𢀻	廿大尸山
𦾀	廿大尸山
𫉌	廿大尸山
荚	廿大廿
㢣	廿大廿
𢍌	廿大廿
𫅠	廿大廿心木
𦏒	廿大廿田
𦬍	廿大山
𦭋	廿大山尸
𡠧	廿大女
警	廿大卜一口
𬙼	廿大卜人十
𦶉	廿大卜心
𱅽	廿大卜口月
丗	廿中
𦫳	廿中
𦬕	廿中
𫇰	廿中日
蔞	廿中日女
䕣	廿中日女
芇	廿中月
𮏒	廿中月
𮎧	廿中月金
𧁥	廿中月火
𦻷	廿中月戈
英	廿中月大
𦹚	廿中月大
帯	廿中月中月
㒼	廿中月人
𦳟	廿中月手
萜	廿中月口
䒞	廿中月山
𦭇	廿中金水
𦿴	廿中金火
𦾗	廿中金廿
𣚄	廿中木
𬜾	廿中水人
𦮵	廿中火
𦶕	廿中土日
𦿐	廿中土戈
𪆗	廿中竹日火
𮑱	廿中戈月
𦴍	廿中戈木
𧃀	廿中戈水
𧒨	廿中戈土
𦵈	廿中戈戈
𧏊	廿中戈戈
𧔴	廿中戈戈
𦾌	廿中戈十
虄	廿中戈一
𦵈	廿中戈一
蓝	廿中戈廿
革	廿中十
𮊨	廿中十大
𡗿	廿中大
𦾇	廿中大木
𩤯	廿中大火
𪃳	廿中大火
𬞔	廿中大尸
𦰈	廿中大卜
𦽃	廿中中月
𰰳	廿中中月
䕈	廿中中木
𦺯	廿中中木
𬜤	廿中中水
𦿄	廿中中竹
萧	廿中中中
䔥	廿中中中
𫇨	廿中中中
蟴	廿中中一戈
茀	廿中中弓
𭃻	廿中中弓
𮏳	廿中中人
𦾭	廿中中尸
𰰮	廿中中尸
蔞	廿中中女
𦽌	廿中中田
𰱢	廿中一日
蕢	廿中一金
𧂰	廿中一金
𧃤	廿中一金
𦳒	廿中一火
荘	廿中一土
蒋	廿中一戈
茧	廿中一戈
羋	廿中一十
𦹓	廿中一一
蒉	廿中一人
𮎮	廿中一人
苝	廿中一心
𦮃	廿中一心
𰧣	廿中一口
藎	廿中一廿
𮐎	廿中一山
㽄	廿中一女弓
𦵰	廿中一田
𦸜	廿中一田
菲	廿中一卜
𦽃	廿中弓月
𧹘	廿中弓金
䕈	廿中弓木
𦺯	廿中弓木
𣤬	廿中弓人
𦾭	廿中弓尸
𦽌	廿中弓田
𢼘	廿中人大
𢿯	廿中人大
𣁒	廿中人卜大
㬫	廿中心日
𣋅	廿中心日
𧃞	廿中心金
𨬪	廿中心金
𡕸	廿中心水
燕	廿中心火
鷰	廿中心火
㷼	廿中心火
𪈏	廿中心火
𦿵	廿中心大
𤓨	廿中心一
𬸧	廿中心一
𱊴	廿中心一
𠙨	廿中心弓
𠙯	廿中心弓
𤓨	廿中心尸
𬞆	廿中心山
嬊	廿中心女
𡤈	廿中心女
羋	廿中手
茟	廿中手
𦳳	廿中手竹
堇	廿中手一
𫈉	廿中尸日
𰱇	廿中尸月
𡳼	廿中尸水山
蔺	廿中尸土
𦬌	廿中尸竹
𰱗	廿中尸竹
韮	廿中尸一
𰱉	廿中尸心
𬜬	廿中尸口
𰱩	廿中尸口
𬞕	廿中尸田
𡅐	廿中廿廿口
𦴲	廿中山水
藪	廿中女大
𦭩	廿中女一
𧁾	廿中女人
𮒢	廿中女人
苖	廿中田
黄	廿中田金
茰	廿中田大
䒶	廿中田心
𦰝	廿中田尸
蕭	廿中難
𦬷	廿中難竹
䕁	廿中卜木
𦻹	廿中卜火
𦻔	廿中卜大
𧬊	廿中卜一口
蕜	廿中卜心
𦻥	廿中卜廿
甘	廿一
龷	廿一
㐀	廿一
𠥻	廿一
𦫺	廿一
普	廿一日
𮎩	廿一日
𫈢	廿一日木
𦮆	廿一日水
𦰨	廿一日水
荁	廿一日一
𤯐	廿一日弓難
𰢨	廿一月
薷	廿一月月
𮓕	廿一月月
鿓	廿一月金
䔈	廿一月金
𩑪	廿一月金
𬎱	廿一月木
𧀥	廿一月水
𧄁	廿一月水
𮓓	廿一月水
虉	廿一月火
藿	廿一月土
𧆑	廿一月土
𧀾	廿一月竹
觐	廿一月竹山
蕓	廿一月戈
蕶	廿一月戈
𮑿	廿一月戈
蕈	廿一月十
䓴	廿一月大
𦻱	廿一月大
荋	廿一月中
蕶	廿一月中
𬝹	廿一月一
𬟁	廿一月一
𦥈	廿一月一土
鿒	廿一月人
䖅	廿一月人
𰱀	廿一月人
𧅳	廿一月心
𭺺	廿一月手
虂	廿一月口
蘦	廿一月口
𧅑	廿一月尸
𬝷	廿一月尸
𰏎	廿一月尸木
𭺭	廿一月廿手
蘎	廿一月山
覲	廿一月山山
𧢰	廿一月山山
𧡔	廿一月山山
𧢯	廿一月山山
葽	廿一月女
𦭯	廿一月女
𦵘	廿一月女
